schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,content.data.industry,content.data.description,collectedAt
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/softcatala,Softcatala,85,AI Infrastructure & Developer Tooling,Softcatala is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076111+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/shawnw3i,Shawnw3I,120,Speech & Audio Intelligence,Shawnw3I is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076119+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Snowflake,Snowflake,250,AI Safety & Governance,Snowflake is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076131+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Leo97,Leo97,450,Enterprise Search & Knowledge Graphs,Leo97 is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076141+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/LiquidAI,Liquidai,1200,Bio-Medical & Scientific AI,Liquidai is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076150+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Inferact,Inferact,15,Generative AI & LLM Systems,Inferact is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076159+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/LocalAI-io,Localai Io,35,Autonomous Agents & Robotics,Localai Io is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076169+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ReliquaryForge,Reliquaryforge,50,Computer Vision & Multi-Modal AI,Reliquaryforge is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076177+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/huawei-noah,Huawei Noah,85,AI Infrastructure & Developer Tooling,Huawei Noah is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076187+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/stepfun-ai,Stepfun,120,Speech & Audio Intelligence,Stepfun Ai is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076195+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/kha-white,Kha White,250,AI Safety & Governance,Kha White is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076206+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/tiiuae,Tiiuae,450,Enterprise Search & Knowledge Graphs,Tiiuae is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076216+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/protoLabsAI,Protolabsai,1200,Bio-Medical & Scientific AI,Protolabsai is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076232+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/lightx2v,Lightx2V,15,Generative AI & LLM Systems,Lightx2V is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076241+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/raxcore-dev,Raxcore Dev,35,Autonomous Agents & Robotics,Raxcore Dev is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076249+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/black-forest-labs,Black Forest,50,Computer Vision & Multi-Modal AI,Black Forest Labs is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076261+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/AungMoonLord,Aungmoonlord,85,AI Infrastructure & Developer Tooling,Aungmoonlord is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076269+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/briaai,Briaai,120,Speech & Audio Intelligence,Briaai is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076282+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/livekit,Livekit,250,AI Safety & Governance,Livekit is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076291+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/gvs,Gvs,450,Enterprise Search & Knowledge Graphs,Gvs is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076304+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/kernels-community,Kernels Community,1200,Bio-Medical & Scientific AI,Kernels Community is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076314+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/alsgyu,Alsgyu,15,Generative AI & LLM Systems,Alsgyu is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076324+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/mradermacher,Mradermacher,35,Autonomous Agents & Robotics,Mradermacher is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076332+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/larryvrh,Larryvrh,50,Computer Vision & Multi-Modal AI,Larryvrh is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076341+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/neuralbioinfo,Neuralbioinfo,85,AI Infrastructure & Developer Tooling,Neuralbioinfo is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076351+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/aubmindlab,Aubmindlab,120,Speech & Audio Intelligence,Aubmindlab is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076360+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/lfcc,Lfcc,250,AI Safety & Governance,Lfcc is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076370+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/zeroentropy,Zeroentropy,450,Enterprise Search & Knowledge Graphs,Zeroentropy is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076380+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/tencent,Tencent,1200,Bio-Medical & Scientific AI,Tencent is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076392+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/lvwerra,Lvwerra,15,Generative AI & LLM Systems,Lvwerra is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076403+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/swiss-ai,Swiss,35,Autonomous Agents & Robotics,Swiss Ai is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076412+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/elgeish,Elgeish,50,Computer Vision & Multi-Modal AI,Elgeish is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076423+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/kredor,Kredor,85,AI Infrastructure & Developer Tooling,Kredor is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076432+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/kyutai,Kyutai,120,Speech & Audio Intelligence,Kyutai is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076442+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/AEON-7,Aeon 7,250,AI Safety & Governance,Aeon 7 is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076451+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/yyfz233,Yyfz233,450,Enterprise Search & Knowledge Graphs,Yyfz233 is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076462+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/papluca,Papluca,1200,Bio-Medical & Scientific AI,Papluca is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076471+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Orion-zhen,Orion Zhen,15,Generative AI & LLM Systems,Orion Zhen is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076480+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ai21labs,Ai21Labs,35,Autonomous Agents & Robotics,Ai21Labs is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076492+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/PekingU,Pekingu,50,Computer Vision & Multi-Modal AI,Pekingu is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076500+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/YituTech,Yitutech,85,AI Infrastructure & Developer Tooling,Yitutech is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076509+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/boltzgen,Boltzgen,120,Speech & Audio Intelligence,Boltzgen is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076529+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Intel,Intel,250,AI Safety & Governance,Intel is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076539+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/protectai,Protectai,450,Enterprise Search & Knowledge Graphs,Protectai is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076549+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/wikeeyang,Wikeeyang,1200,Bio-Medical & Scientific AI,Wikeeyang is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076559+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/segment-any-text,Segment Any Text,15,Generative AI & LLM Systems,Segment Any Text is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076570+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/bosonai,Bosonai,35,Autonomous Agents & Robotics,Bosonai is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076580+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/boboliu,Boboliu,50,Computer Vision & Multi-Modal AI,Boboliu is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076591+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/hugging-quants,Hugging Quants,85,AI Infrastructure & Developer Tooling,Hugging Quants is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076601+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ISTA-DASLab,Ista Daslab,120,Speech & Audio Intelligence,Ista Daslab is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076611+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ElKulako,Elkulako,250,AI Safety & Governance,Elkulako is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076619+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/meta-models,Meta Models,450,Enterprise Search & Knowledge Graphs,Meta Models is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076632+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/vumichien,Vumichien,1200,Bio-Medical & Scientific AI,Vumichien is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076641+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/florence-community,Florence Community,15,Generative AI & LLM Systems,Florence Community is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076651+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/mpoyraz,Mpoyraz,35,Autonomous Agents & Robotics,Mpoyraz is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076666+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/minishlab,Minishlab,50,Computer Vision & Multi-Modal AI,Minishlab is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076676+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/rinna,Rinna,85,AI Infrastructure & Developer Tooling,Rinna is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076685+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/AbelZimba,Abelzimba,120,Speech & Audio Intelligence,Abelzimba is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076695+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/deepset,Deepset,250,AI Safety & Governance,Deepset is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076703+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/DeepBeepMeep,Deepbeepmeep,450,Enterprise Search & Knowledge Graphs,Deepbeepmeep is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076712+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/llamafactory,Llamafactory,1200,Bio-Medical & Scientific AI,Llamafactory is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076721+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/realrebelai,Realrebelai,15,Generative AI & LLM Systems,Realrebelai is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076730+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/FINAL-Bench,Final Bench,35,Autonomous Agents & Robotics,Final Bench is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076739+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ai-sage,Sage,50,Computer Vision & Multi-Modal AI,Ai Sage is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076749+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/yikuan8,Yikuan8,85,AI Infrastructure & Developer Tooling,Yikuan8 is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076758+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/griko,Griko,120,Speech & Audio Intelligence,Griko is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076767+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/yuxinlu1,Yuxinlu1,250,AI Safety & Governance,Yuxinlu1 is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076779+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/OBLITERATUS,Obliteratus,450,Enterprise Search & Knowledge Graphs,Obliteratus is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076788+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/codellama,Codellama,1200,Bio-Medical & Scientific AI,Codellama is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076796+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/j-hartmann,J Hartmann,15,Generative AI & LLM Systems,J Hartmann is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076807+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/zed-industries,Zed Industries,35,Autonomous Agents & Robotics,Zed Industries is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076818+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/CohereLabs,Coherelabs,50,Computer Vision & Multi-Modal AI,Coherelabs is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076827+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ncbi,Ncbi,85,AI Infrastructure & Developer Tooling,Ncbi is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076835+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/bartowski,Bartowski,120,Speech & Audio Intelligence,Bartowski is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076844+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Freepik,Freepik,250,AI Safety & Governance,Freepik is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076855+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/naver,Naver,450,Enterprise Search & Knowledge Graphs,Naver is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076865+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/noneUsername,Noneusername,1200,Bio-Medical & Scientific AI,Noneusername is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076873+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/ku-nlp,Ku Nlp,15,Generative AI & LLM Systems,Ku Nlp is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076882+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/MongoDB,Mongodb,35,Autonomous Agents & Robotics,Mongodb is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076893+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/infinitejoy,Infinitejoy,50,Computer Vision & Multi-Modal AI,Infinitejoy is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076904+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/m3hrdadfi,M3Hrdadfi,85,AI Infrastructure & Developer Tooling,M3Hrdadfi is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076914+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/circulus,Circulus,120,Speech & Audio Intelligence,Circulus is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.076923+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/LGAI-EXAONE,Lgai Exaone,250,AI Safety & Governance,Lgai Exaone is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.076932+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/SpideyDLK,Spideydlk,450,Enterprise Search & Knowledge Graphs,Spideydlk is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.076945+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/lightonai,Lightonai,1200,Bio-Medical & Scientific AI,Lightonai is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.076954+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/poolside,Poolside,15,Generative AI & LLM Systems,Poolside is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.076962+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/MilaNLProc,Milanlproc,35,Autonomous Agents & Robotics,Milanlproc is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.076971+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/onecxi,Onecxi,50,Computer Vision & Multi-Modal AI,Onecxi is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.076985+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/fixie-ai,Fixie,85,AI Infrastructure & Developer Tooling,Fixie Ai is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.076998+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/gabor-hosu,Gabor Hosu,120,Speech & Audio Intelligence,Gabor Hosu is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.077008+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/emrecan,Emrecan,250,AI Safety & Governance,Emrecan is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.077017+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/bkai-foundation-models,Bkai Foundation Models,450,Enterprise Search & Knowledge Graphs,Bkai Foundation Models is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.077027+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/obi,Obi,1200,Bio-Medical & Scientific AI,Obi is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.077037+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/h2oai,H2Oai,15,Generative AI & LLM Systems,H2Oai is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.077045+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/empero-ai,Empero,35,Autonomous Agents & Robotics,Empero Ai is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.077053+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/1-800-BAD-CODE,1 800 Bad Code,50,Computer Vision & Multi-Modal AI,1 800 Bad Code is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.077063+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/solidrust,Solidrust,85,AI Infrastructure & Developer Tooling,Solidrust is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.077074+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/fastino,Fastino,120,Speech & Audio Intelligence,Fastino is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.077082+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/hubertsiuzdak,Hubertsiuzdak,250,AI Safety & Governance,Hubertsiuzdak is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.077090+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/anton-l,Anton L,450,Enterprise Search & Knowledge Graphs,Anton L is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.077100+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/mlabonne,Mlabonne,1200,Bio-Medical & Scientific AI,Mlabonne is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.077109+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/typeform,Typeform,15,Generative AI & LLM Systems,Typeform is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.077118+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/huggingface,Hugging Face,35,Autonomous Agents & Robotics,Huggingface is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.077128+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/deepgrove,Deepgrove,50,Computer Vision & Multi-Modal AI,Deepgrove is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.077138+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/TimKond,Timkond,85,AI Infrastructure & Developer Tooling,Timkond is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.077148+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Babelscape,Babelscape,120,Speech & Audio Intelligence,Babelscape is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.077158+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/Arunavaonly,Arunavaonly,250,AI Safety & Governance,Arunavaonly is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.077167+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/AlfonsoM,Alfonsom,450,Enterprise Search & Knowledge Graphs,Alfonsom is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.077177+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/dascim,Dascim,1200,Bio-Medical & Scientific AI,Dascim is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.077186+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/SG161222,Sg161222,15,Generative AI & LLM Systems,Sg161222 is an artificial intelligence venture engineering proprietary generative ai & llm systems technologies.,2026-08-27T15:08:28.077197+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/MCG-NJU,Mcg Nju,35,Autonomous Agents & Robotics,Mcg Nju is an artificial intelligence venture engineering proprietary autonomous agents & robotics technologies.,2026-08-27T15:08:28.077206+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/optimum-intel-internal-testing,Optimum Intel Internal Testing,50,Computer Vision & Multi-Modal AI,Optimum Intel Internal Testing is an artificial intelligence venture engineering proprietary computer vision & multi-modal ai technologies.,2026-08-27T15:08:28.077224+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/sdadas,Sdadas,85,AI Infrastructure & Developer Tooling,Sdadas is an artificial intelligence venture engineering proprietary ai infrastructure & developer tooling technologies.,2026-08-27T15:08:28.077233+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/cl-nagoya,Cl Nagoya,120,Speech & Audio Intelligence,Cl Nagoya is an artificial intelligence venture engineering proprietary speech & audio intelligence technologies.,2026-08-27T15:08:28.077242+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/SmilingWolf,Smilingwolf,250,AI Safety & Governance,Smilingwolf is an artificial intelligence venture engineering proprietary ai safety & governance technologies.,2026-08-27T15:08:28.077261+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/dccuchile,Dccuchile,450,Enterprise Search & Knowledge Graphs,Dccuchile is an artificial intelligence venture engineering proprietary enterprise search & knowledge graphs technologies.,2026-08-27T15:08:28.077273+00:00
1.0,STARTUP,AI Global Ecosystem,https://huggingface.co/OpenMuQ,Openmuq,1200,Bio-Medical & Scientific AI,Openmuq is an artificial intelligence venture engineering proprietary bio-medical & scientific ai technologies.,2026-08-27T15:08:28.077282+00:00
